"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Hele landet",190
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","København",276
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Frederiksberg",191
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Dragør",7
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Tårnby",222
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Albertslund",107
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Ballerup",325
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Brøndby",196
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Gentofte",184
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Gladsaxe",286
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Glostrup",477
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Herlev",157
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Hvidovre",303
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Høje-Taastrup",193
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Ishøj",801
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Lyngby-Taarbæk",288
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Rødovre",296
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Vallensbæk",217
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Allerød",-4
"Pr. indbygger, løbende priser (kr.)","I alt (netto)","0.28.20 Grønne områder og naturpladser","Egedal",344
